Codigo,Localidad,ActividadEconomica,Year,PorcUso
6,"TUNJUELITO","COMERCIO",2010,0.026999889
6,"TUNJUELITO","HOTELES",2010,0.000000000
6,"TUNJUELITO","INDUSTRIA",2010,0.045048874
6,"TUNJUELITO","LOTES",2010,0.000000000
6,"TUNJUELITO","OFICINAS",2010,0.018471227
6,"TUNJUELITO","OTROS",2010,0.056944643
6,"TUNJUELITO","RESIDENCIAL",2010,0.783369938
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2010,0.039478836
6,"TUNJUELITO","BODEGAS",2011,0.028771234
6,"TUNJUELITO","CLINICAS, HOSPITALES, CENTROS MEDICOS",2011,0.003195308
6,"TUNJUELITO","COMERCIO",2011,0.026837922
6,"TUNJUELITO","HOTELES",2011,0.000000000
6,"TUNJUELITO","INDUSTRIA",2011,0.042465093
6,"TUNJUELITO","LOTES",2011,0.000000000
6,"TUNJUELITO","OFICINAS",2011,0.021247879
6,"TUNJUELITO","OTROS",2011,0.064376566
6,"TUNJUELITO","RESIDENCIAL",2011,0.773589928
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2011,0.039516071
6,"TUNJUELITO","BODEGAS",2012,0.030650886
6,"TUNJUELITO","CLINICAS, HOSPITALES, CENTROS MEDICOS",2012,0.003169817
6,"TUNJUELITO","COMERCIO",2012,0.039702404
6,"TUNJUELITO","HOTELES",2012,0.000000000
6,"TUNJUELITO","INDUSTRIA",2012,0.040425425
6,"TUNJUELITO","LOTES",2012,0.000000000
6,"TUNJUELITO","OFICINAS",2012,0.022682510
6,"TUNJUELITO","OTROS",2012,0.065770637
6,"TUNJUELITO","RESIDENCIAL",2012,0.771920701
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2012,0.025677619
6,"TUNJUELITO","BODEGAS",2013,0.030224011
6,"TUNJUELITO","CLINICAS, HOSPITALES, CENTROS MEDICOS",2013,0.003112911
6,"TUNJUELITO","COMERCIO",2013,0.038347713
6,"TUNJUELITO","HOTELES",2013,0.000000000
6,"TUNJUELITO","INDUSTRIA",2013,0.039747171
6,"TUNJUELITO","LOTES",2013,0.000000000
6,"TUNJUELITO","OFICINAS",2013,0.022219135
6,"TUNJUELITO","OTROS",2013,0.066781051
6,"TUNJUELITO","RESIDENCIAL",2013,0.773908859
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2013,0.025659148
6,"TUNJUELITO","BODEGAS",2014,0.030401955
6,"TUNJUELITO","CLINICAS, HOSPITALES, CENTROS MEDICOS",2014,0.003076844
6,"TUNJUELITO","COMERCIO",2014,0.037939838
6,"TUNJUELITO","HOTELES",2014,0.000000000
6,"TUNJUELITO","INDUSTRIA",2014,0.039354828
6,"TUNJUELITO","LOTES",2014,0.000000000
6,"TUNJUELITO","OFICINAS",2014,0.021708934
6,"TUNJUELITO","OTROS",2014,0.066822947
6,"TUNJUELITO","RESIDENCIAL",2014,0.775540479
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2014,0.025154176
6,"TUNJUELITO","BODEGAS",2015,0.029713945
6,"TUNJUELITO","CLINICAS, HOSPITALES, CENTROS MEDICOS",2015,0.003024999
6,"TUNJUELITO","COMERCIO",2015,0.024471181
6,"TUNJUELITO","HOTELES",2015,0.000000000
6,"TUNJUELITO","INDUSTRIA",2015,0.041872176
6,"TUNJUELITO","LOTES",2015,0.000078124
6,"TUNJUELITO","OFICINAS",2015,0.022059660
6,"TUNJUELITO","OTROS",2015,0.066190870
6,"TUNJUELITO","RESIDENCIAL",2015,0.773604140
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2015,0.038984903
6,"TUNJUELITO","BODEGAS",2016,0.029219516
6,"TUNJUELITO","CLINICAS, HOSPITALES, CENTROS MEDICOS",2016,0.003016875
6,"TUNJUELITO","COMERCIO",2016,0.024086686
6,"TUNJUELITO","HOTELES",2016,0.000000000
6,"TUNJUELITO","INDUSTRIA",2016,0.041633363
6,"TUNJUELITO","LOTES",2016,0.000000000
6,"TUNJUELITO","OFICINAS",2016,0.021862711
6,"TUNJUELITO","OTROS",2016,0.066393543
6,"TUNJUELITO","RESIDENCIAL",2016,0.774506093
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2016,0.039281213
6,"TUNJUELITO","BODEGAS",2017,0.029155295
6,"TUNJUELITO","CLINICAS, HOSPITALES, CENTROS MEDICOS",2017,0.003000958
6,"TUNJUELITO","COMERCIO",2017,0.023759736
6,"TUNJUELITO","HOTELES",2017,0.000000000
6,"TUNJUELITO","INDUSTRIA",2017,0.041460988
6,"TUNJUELITO","LOTES",2017,0.000000000
6,"TUNJUELITO","OFICINAS",2017,0.021779838
6,"TUNJUELITO","OTROS",2017,0.066108947
6,"TUNJUELITO","RESIDENCIAL",2017,0.775607642
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2017,0.039126595
6,"TUNJUELITO","BODEGAS",2018,0.028996339
6,"TUNJUELITO","CLINICAS, HOSPITALES, CENTROS MEDICOS",2018,0.002990466
6,"TUNJUELITO","COMERCIO",2018,0.023985941
6,"TUNJUELITO","HOTELES",2018,0.000000000
6,"TUNJUELITO","INDUSTRIA",2018,0.041540219
6,"TUNJUELITO","LOTES",2018,0.000000000
6,"TUNJUELITO","OFICINAS",2018,0.022124099
6,"TUNJUELITO","OTROS",2018,0.066221854
6,"TUNJUELITO","RESIDENCIAL",2018,0.775195992
6,"TUNJUELITO","UNIVERSIDADES Y COLEGIOS",2018,0.038945091
7,"BOSA","BODEGAS",2010,0.016547935
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2010,0.000534987
7,"BOSA","COMERCIO",2010,0.019319201
7,"BOSA","HOTELES",2010,0.000000000
7,"BOSA","INDUSTRIA",2010,0.006698973
7,"BOSA","LOTES",2010,0.000028222
7,"BOSA","OFICINAS",2010,0.010006040
7,"BOSA","OTROS",2010,0.020294537
7,"BOSA","RESIDENCIAL",2010,0.900467379
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2010,0.026102725
7,"BOSA","BODEGAS",2011,0.016688892
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2011,0.000510589
7,"BOSA","COMERCIO",2011,0.019204892
7,"BOSA","HOTELES",2011,0.000060429
7,"BOSA","INDUSTRIA",2011,0.006295461
7,"BOSA","LOTES",2011,0.000026833
7,"BOSA","OFICINAS",2011,0.010879311
7,"BOSA","OTROS",2011,0.021688441
7,"BOSA","RESIDENCIAL",2011,0.897566651
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2011,0.027078501
7,"BOSA","BODEGAS",2012,0.017060047
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2012,0.000847133
7,"BOSA","COMERCIO",2012,0.018433708
7,"BOSA","HOTELES",2012,0.000057361
7,"BOSA","INDUSTRIA",2012,0.005441287
7,"BOSA","LOTES",2012,0.000021438
7,"BOSA","OFICINAS",2012,0.011160821
7,"BOSA","OTROS",2012,0.021616053
7,"BOSA","RESIDENCIAL",2012,0.898711702
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2012,0.026650450
7,"BOSA","BODEGAS",2013,0.016411946
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2013,0.000843199
7,"BOSA","COMERCIO",2013,0.017507832
7,"BOSA","HOTELES",2013,0.000054489
7,"BOSA","INDUSTRIA",2013,0.005064144
7,"BOSA","LOTES",2013,0.000020364
7,"BOSA","OFICINAS",2013,0.011045223
7,"BOSA","OTROS",2013,0.021300627
7,"BOSA","RESIDENCIAL",2013,0.901692317
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2013,0.026059859
7,"BOSA","BODEGAS",2014,0.016246094
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2014,0.000816378
7,"BOSA","COMERCIO",2014,0.017485585
7,"BOSA","HOTELES",2014,0.000052755
7,"BOSA","INDUSTRIA",2014,0.004852663
7,"BOSA","LOTES",2014,0.000019716
7,"BOSA","OFICINAS",2014,0.010848580
7,"BOSA","OTROS",2014,0.020884243
7,"BOSA","RESIDENCIAL",2014,0.902556042
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2014,0.026237942
7,"BOSA","BODEGAS",2015,0.016141959
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2015,0.000785345
7,"BOSA","COMERCIO",2015,0.018340289
7,"BOSA","HOTELES",2015,0.000050896
7,"BOSA","INDUSTRIA",2015,0.004671565
7,"BOSA","LOTES",2015,0.000000000
7,"BOSA","OFICINAS",2015,0.011136631
7,"BOSA","OTROS",2015,0.020708325
7,"BOSA","RESIDENCIAL",2015,0.901728703
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2015,0.026436288
7,"BOSA","BODEGAS",2016,0.015731484
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2016,0.000759049
7,"BOSA","COMERCIO",2016,0.018022919
7,"BOSA","HOTELES",2016,0.000049192
7,"BOSA","INDUSTRIA",2016,0.004322399
7,"BOSA","LOTES",2016,0.000000000
7,"BOSA","OFICINAS",2016,0.011040774
7,"BOSA","OTROS",2016,0.020115706
7,"BOSA","RESIDENCIAL",2016,0.903536211
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2016,0.026422267
7,"BOSA","BODEGAS",2017,0.015658401
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2017,0.000737969
7,"BOSA","COMERCIO",2017,0.017886054
7,"BOSA","HOTELES",2017,0.000047826
7,"BOSA","INDUSTRIA",2017,0.004451132
7,"BOSA","LOTES",2017,0.000000000
7,"BOSA","OFICINAS",2017,0.010967835
7,"BOSA","OTROS",2017,0.020009483
7,"BOSA","RESIDENCIAL",2017,0.903079401
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2017,0.027161898
7,"BOSA","BODEGAS",2018,0.015616667
7,"BOSA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2018,0.000716396
7,"BOSA","COMERCIO",2018,0.017198519
7,"BOSA","HOTELES",2018,0.000046427
7,"BOSA","INDUSTRIA",2018,0.004256916
7,"BOSA","LOTES",2018,0.000000000
7,"BOSA","OFICINAS",2018,0.010749232
7,"BOSA","OTROS",2018,0.019583129
7,"BOSA","RESIDENCIAL",2018,0.905517419
7,"BOSA","UNIVERSIDADES Y COLEGIOS",2018,0.026315296
8,"KENNEDY","BODEGAS",2010,0.053347042
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2010,0.002624149
8,"KENNEDY","COMERCIO",2010,0.027037119
8,"KENNEDY","HOTELES",2010,0.000092481
8,"KENNEDY","INDUSTRIA",2010,0.021735284
8,"KENNEDY","LOTES",2010,0.000000000
8,"KENNEDY","OFICINAS",2010,0.015890313
8,"KENNEDY","OTROS",2010,0.034542118
8,"KENNEDY","RESIDENCIAL",2010,0.829742343
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2010,0.014989153
8,"KENNEDY","BODEGAS",2011,0.051883893
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2011,0.002526980
8,"KENNEDY","COMERCIO",2011,0.026933915
8,"KENNEDY","HOTELES",2011,0.000092405
8,"KENNEDY","INDUSTRIA",2011,0.021462383
8,"KENNEDY","LOTES",2011,0.000003385
8,"KENNEDY","OFICINAS",2011,0.016341691
8,"KENNEDY","OTROS",2011,0.035540606
8,"KENNEDY","RESIDENCIAL",2011,0.829860998
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2011,0.015353745
8,"KENNEDY","BODEGAS",2012,0.050891184
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2012,0.002357034
8,"KENNEDY","COMERCIO",2012,0.027137763
8,"KENNEDY","HOTELES",2012,0.000098252
8,"KENNEDY","INDUSTRIA",2012,0.015768903
8,"KENNEDY","LOTES",2012,0.000000000
8,"KENNEDY","OFICINAS",2012,0.016587592
8,"KENNEDY","OTROS",2012,0.041080068
8,"KENNEDY","RESIDENCIAL",2012,0.830583178
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2012,0.015496027
8,"KENNEDY","BODEGAS",2013,0.049984322
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2013,0.002236690
8,"KENNEDY","COMERCIO",2013,0.026682031
8,"KENNEDY","HOTELES",2013,0.000114597
8,"KENNEDY","INDUSTRIA",2013,0.015336070
8,"KENNEDY","LOTES",2013,0.000000000
8,"KENNEDY","OFICINAS",2013,0.016235745
8,"KENNEDY","OTROS",2013,0.040822047
8,"KENNEDY","RESIDENCIAL",2013,0.833259769
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2013,0.015328730
8,"KENNEDY","BODEGAS",2014,0.049360060
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2014,0.002346962
8,"KENNEDY","COMERCIO",2014,0.026593922
8,"KENNEDY","HOTELES",2014,0.000112031
8,"KENNEDY","INDUSTRIA",2014,0.014658594
8,"KENNEDY","LOTES",2014,0.000000000
8,"KENNEDY","OFICINAS",2014,0.017097628
8,"KENNEDY","OTROS",2014,0.040783354
8,"KENNEDY","RESIDENCIAL",2014,0.834061627
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2014,0.014985823
8,"KENNEDY","BODEGAS",2015,0.050604801
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2015,0.002412904
8,"KENNEDY","COMERCIO",2015,0.025283124
8,"KENNEDY","HOTELES",2015,0.000174215
8,"KENNEDY","INDUSTRIA",2015,0.014347268
8,"KENNEDY","LOTES",2015,0.000000000
8,"KENNEDY","OFICINAS",2015,0.017116616
8,"KENNEDY","OTROS",2015,0.041279547
8,"KENNEDY","RESIDENCIAL",2015,0.833492387
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2015,0.015289139
8,"KENNEDY","BODEGAS",2016,0.049971431
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2016,0.002353945
8,"KENNEDY","COMERCIO",2016,0.024858816
8,"KENNEDY","HOTELES",2016,0.000213326
8,"KENNEDY","INDUSTRIA",2016,0.013979968
8,"KENNEDY","LOTES",2016,0.000000000
8,"KENNEDY","OFICINAS",2016,0.016443457
8,"KENNEDY","OTROS",2016,0.040915189
8,"KENNEDY","RESIDENCIAL",2016,0.836283113
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2016,0.014980755
8,"KENNEDY","BODEGAS",2017,0.049417506
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2017,0.002565024
8,"KENNEDY","COMERCIO",2017,0.024692858
8,"KENNEDY","HOTELES",2017,0.000210550
8,"KENNEDY","INDUSTRIA",2017,0.013737537
8,"KENNEDY","LOTES",2017,0.000000000
8,"KENNEDY","OFICINAS",2017,0.016428843
8,"KENNEDY","OTROS",2017,0.041111100
8,"KENNEDY","RESIDENCIAL",2017,0.836511183
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2017,0.015325400
8,"KENNEDY","BODEGAS",2018,0.050076440
8,"KENNEDY","CLINICAS, HOSPITALES, CENTROS MEDICOS",2018,0.002815940
8,"KENNEDY","COMERCIO",2018,0.024366877
8,"KENNEDY","HOTELES",2018,0.000207035
8,"KENNEDY","INDUSTRIA",2018,0.013520611
8,"KENNEDY","LOTES",2018,0.000000000
8,"KENNEDY","OFICINAS",2018,0.016166360
8,"KENNEDY","OTROS",2018,0.039971190
8,"KENNEDY","RESIDENCIAL",2018,0.836229192
8,"KENNEDY","UNIVERSIDADES Y COLEGIOS",2018,0.016646355
9,"FONTIBÓN","BODEGAS",2010,0.161604815
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2010,0.000321372
9,"FONTIBÓN","COMERCIO",2010,0.030085601
9,"FONTIBÓN","HOTELES",2010,0.002783743
9,"FONTIBÓN","INDUSTRIA",2010,0.070513159
9,"FONTIBÓN","LOTES",2010,0.000000000
9,"FONTIBÓN","OFICINAS",2010,0.075927559
9,"FONTIBÓN","OTROS",2010,0.035055386
9,"FONTIBÓN","RESIDENCIAL",2010,0.610647562
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2010,0.013060803
9,"FONTIBÓN","BODEGAS",2011,0.165290954
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2011,0.000309209
9,"FONTIBÓN","COMERCIO",2011,0.030019694
9,"FONTIBÓN","HOTELES",2011,0.003774293
9,"FONTIBÓN","INDUSTRIA",2011,0.067363947
9,"FONTIBÓN","LOTES",2011,0.000000000
9,"FONTIBÓN","OFICINAS",2011,0.082382981
9,"FONTIBÓN","OTROS",2011,0.034008659
9,"FONTIBÓN","RESIDENCIAL",2011,0.604006568
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2011,0.012843694
9,"FONTIBÓN","BODEGAS",2012,0.164774791
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2012,0.000305428
9,"FONTIBÓN","COMERCIO",2012,0.029545758
9,"FONTIBÓN","HOTELES",2012,0.004660054
9,"FONTIBÓN","INDUSTRIA",2012,0.066702649
9,"FONTIBÓN","LOTES",2012,0.000000000
9,"FONTIBÓN","OFICINAS",2012,0.081674232
9,"FONTIBÓN","OTROS",2012,0.034512417
9,"FONTIBÓN","RESIDENCIAL",2012,0.605403429
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2012,0.012421242
9,"FONTIBÓN","BODEGAS",2013,0.160568731
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2013,0.000294916
9,"FONTIBÓN","COMERCIO",2013,0.029591257
9,"FONTIBÓN","HOTELES",2013,0.004402893
9,"FONTIBÓN","INDUSTRIA",2013,0.065774018
9,"FONTIBÓN","LOTES",2013,0.000000000
9,"FONTIBÓN","OFICINAS",2013,0.079861547
9,"FONTIBÓN","OTROS",2013,0.040921445
9,"FONTIBÓN","RESIDENCIAL",2013,0.606517803
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2013,0.012067391
9,"FONTIBÓN","BODEGAS",2014,0.127491948
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2014,0.000231757
9,"FONTIBÓN","COMERCIO",2014,0.022887933
9,"FONTIBÓN","HOTELES",2014,0.004147685
9,"FONTIBÓN","INDUSTRIA",2014,0.052102797
9,"FONTIBÓN","LOTES",2014,0.000000000
9,"FONTIBÓN","OFICINAS",2014,0.030486668
9,"FONTIBÓN","OTROS",2014,0.263595021
9,"FONTIBÓN","RESIDENCIAL",2014,0.489718286
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2014,0.009337906
9,"FONTIBÓN","BODEGAS",2015,0.127259520
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2015,0.000229648
9,"FONTIBÓN","COMERCIO",2015,0.022466161
9,"FONTIBÓN","HOTELES",2015,0.004174054
9,"FONTIBÓN","INDUSTRIA",2015,0.051356404
9,"FONTIBÓN","LOTES",2015,0.000000000
9,"FONTIBÓN","OFICINAS",2015,0.031627517
9,"FONTIBÓN","OTROS",2015,0.257295851
9,"FONTIBÓN","RESIDENCIAL",2015,0.496267986
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2015,0.009322859
9,"FONTIBÓN","BODEGAS",2016,0.125858128
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2016,0.000225129
9,"FONTIBÓN","COMERCIO",2016,0.022242896
9,"FONTIBÓN","HOTELES",2016,0.005963908
9,"FONTIBÓN","INDUSTRIA",2016,0.050531567
9,"FONTIBÓN","LOTES",2016,0.000832247
9,"FONTIBÓN","OFICINAS",2016,0.040806509
9,"FONTIBÓN","OTROS",2016,0.250830815
9,"FONTIBÓN","RESIDENCIAL",2016,0.493555220
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2016,0.009153580
9,"FONTIBÓN","BODEGAS",2017,0.123714064
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2017,0.000222667
9,"FONTIBÓN","COMERCIO",2017,0.021618941
9,"FONTIBÓN","HOTELES",2017,0.006188521
9,"FONTIBÓN","INDUSTRIA",2017,0.049632395
9,"FONTIBÓN","LOTES",2017,0.000000000
9,"FONTIBÓN","OFICINAS",2017,0.041610413
9,"FONTIBÓN","OTROS",2017,0.254111341
9,"FONTIBÓN","RESIDENCIAL",2017,0.493763405
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2017,0.009138251
9,"FONTIBÓN","BODEGAS",2018,0.123299563
9,"FONTIBÓN","CLINICAS, HOSPITALES, CENTROS MEDICOS",2018,0.000219707
9,"FONTIBÓN","COMERCIO",2018,0.021788075
9,"FONTIBÓN","HOTELES",2018,0.007482499
9,"FONTIBÓN","INDUSTRIA",2018,0.049105480
9,"FONTIBÓN","LOTES",2018,0.000000000
9,"FONTIBÓN","OFICINAS",2018,0.041807196
9,"FONTIBÓN","OTROS",2018,0.251521656
9,"FONTIBÓN","RESIDENCIAL",2018,0.495786349
9,"FONTIBÓN","UNIVERSIDADES Y COLEGIOS",2018,0.008989474
10,"ENGATIVA","BODEGAS",2010,0.057969111
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2010,0.001476646
10,"ENGATIVA","COMERCIO",2010,0.026948688
10,"ENGATIVA","HOTELES",2010,0.000781643
10,"ENGATIVA","INDUSTRIA",2010,0.010976068
10,"ENGATIVA","LOTES",2010,0.000000000
10,"ENGATIVA","OFICINAS",2010,0.024147503
10,"ENGATIVA","OTROS",2010,0.027613337
10,"ENGATIVA","RESIDENCIAL",2010,0.832099412
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2010,0.017987592
10,"ENGATIVA","BODEGAS",2011,0.057390315
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2011,0.001450191
10,"ENGATIVA","COMERCIO",2011,0.026829374
10,"ENGATIVA","HOTELES",2011,0.000837506
10,"ENGATIVA","INDUSTRIA",2011,0.010562568
10,"ENGATIVA","LOTES",2011,0.000000000
10,"ENGATIVA","OFICINAS",2011,0.025778791
10,"ENGATIVA","OTROS",2011,0.029814783
10,"ENGATIVA","RESIDENCIAL",2011,0.828643969
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2011,0.018692504
10,"ENGATIVA","BODEGAS",2012,0.057384367
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2012,0.001396838
10,"ENGATIVA","COMERCIO",2012,0.026787749
10,"ENGATIVA","HOTELES",2012,0.000907570
10,"ENGATIVA","INDUSTRIA",2012,0.010167761
10,"ENGATIVA","LOTES",2012,0.000000000
10,"ENGATIVA","OFICINAS",2012,0.026445810
10,"ENGATIVA","OTROS",2012,0.030205315
10,"ENGATIVA","RESIDENCIAL",2012,0.827879440
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2012,0.018825150
10,"ENGATIVA","BODEGAS",2013,0.056825093
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2013,0.001326768
10,"ENGATIVA","COMERCIO",2013,0.026448438
10,"ENGATIVA","HOTELES",2013,0.000915794
10,"ENGATIVA","INDUSTRIA",2013,0.010143508
10,"ENGATIVA","LOTES",2013,0.000000000
10,"ENGATIVA","OFICINAS",2013,0.028396981
10,"ENGATIVA","OTROS",2013,0.030408451
10,"ENGATIVA","RESIDENCIAL",2013,0.826660669
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2013,0.018874297
10,"ENGATIVA","BODEGAS",2014,0.055063796
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2014,0.001295582
10,"ENGATIVA","COMERCIO",2014,0.026106616
10,"ENGATIVA","HOTELES",2014,0.001254938
10,"ENGATIVA","INDUSTRIA",2014,0.010471624
10,"ENGATIVA","LOTES",2014,0.000000000
10,"ENGATIVA","OFICINAS",2014,0.030791268
10,"ENGATIVA","OTROS",2014,0.031516425
10,"ENGATIVA","RESIDENCIAL",2014,0.824234835
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2014,0.019264915
10,"ENGATIVA","BODEGAS",2015,0.053983832
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2015,0.001299798
10,"ENGATIVA","COMERCIO",2015,0.025105014
10,"ENGATIVA","HOTELES",2015,0.001228370
10,"ENGATIVA","INDUSTRIA",2015,0.010186119
10,"ENGATIVA","LOTES",2015,0.000000000
10,"ENGATIVA","OFICINAS",2015,0.032834171
10,"ENGATIVA","OTROS",2015,0.032098779
10,"ENGATIVA","RESIDENCIAL",2015,0.823991540
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2015,0.019272377
10,"ENGATIVA","BODEGAS",2016,0.053710125
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2016,0.001286354
10,"ENGATIVA","COMERCIO",2016,0.024875996
10,"ENGATIVA","HOTELES",2016,0.001293398
10,"ENGATIVA","INDUSTRIA",2016,0.010101641
10,"ENGATIVA","LOTES",2016,0.000000000
10,"ENGATIVA","OFICINAS",2016,0.032781804
10,"ENGATIVA","OTROS",2016,0.031854006
10,"ENGATIVA","RESIDENCIAL",2016,0.825093161
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2016,0.019003515
10,"ENGATIVA","BODEGAS",2017,0.053923255
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2017,0.001322172
10,"ENGATIVA","COMERCIO",2017,0.024737965
10,"ENGATIVA","HOTELES",2017,0.001313050
10,"ENGATIVA","INDUSTRIA",2017,0.009980708
10,"ENGATIVA","LOTES",2017,0.000000000
10,"ENGATIVA","OFICINAS",2017,0.031647838
10,"ENGATIVA","OTROS",2017,0.031590023
10,"ENGATIVA","RESIDENCIAL",2017,0.826620375
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2017,0.018864615
10,"ENGATIVA","BODEGAS",2018,0.053464549
10,"ENGATIVA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2018,0.001301837
10,"ENGATIVA","COMERCIO",2018,0.024265920
10,"ENGATIVA","HOTELES",2018,0.001349863
10,"ENGATIVA","INDUSTRIA",2018,0.009598216
10,"ENGATIVA","LOTES",2018,0.000000000
10,"ENGATIVA","OFICINAS",2018,0.033875184
10,"ENGATIVA","OTROS",2018,0.031009176
10,"ENGATIVA","RESIDENCIAL",2018,0.826568114
10,"ENGATIVA","UNIVERSIDADES Y COLEGIOS",2018,0.018567140
11,"SUBA","BODEGAS",2010,0.027987418
11,"SUBA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2010,0.002792897
11,"SUBA","COMERCIO",2010,0.027550121
11,"SUBA","HOTELES",2010,0.000064744
11,"SUBA","INDUSTRIA",2010,0.003522180
11,"SUBA","LOTES",2010,0.000213389
11,"SUBA","OFICINAS",2010,0.023702641
11,"SUBA","OTROS",2010,0.031017877
11,"SUBA","RESIDENCIAL",2010,0.852930744
11,"SUBA","UNIVERSIDADES Y COLEGIOS",2010,0.030217991
11,"SUBA","BODEGAS",2011,0.026815030
11,"SUBA","CLINICAS, HOSPITALES, CENTROS MEDICOS",2011,0.002669675
11,"SUBA","COMERCIO",2011,0.026874305
11,"SUBA","HOTELES",2011,0.000090333
11,"SUBA","INDUSTRIA",2011,0.002980593
11,"SUBA","LOTES",2011,0.000217144
11,"SUBA","OFICINAS",2011,0.028015428
11,"SUBA","OTROS",2011,0.030924864
11,"SUBA","RESIDENCIAL",2011,0.850857137
11,"SUBA","UNIVERSIDADES Y COLEGIOS",2011,0.030555491
11,"SUBA","BODEGAS",2012,0.026765492
